,"Plant Influent
[Plant Influent Total Flow]",Vista Gauge Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2/14/24,26.57,4.133066217,4375.032953,4.329616719,4375.229525,327,43,399,0.03,0,0
2/15/24,26.13,4.209130354,4375.109115,4.504869561,4375.404777,348,51.7,433,0,0,0
2/16/24,27.26,4.176845662,4375.076842,4.770017378,4375.669872,336,46.3,416,0,0,0
2/17/24,27.13,4.136481787,4375.0364,5.29722715,4376.197013,324,43.3,399,0.06,0,0
2/18/24,26.20,4.208093561,4375.108024,5.800000191,4376.699707,350,49.2,432,0,0,0
2/19/24,30.60,5.055337948,4375.955247,5.579896039,4376.479772,511,150,731,0.46,0,0
2/20/24,27.74,4.690259917,4375.590212,4.566031193,4375.465936,437,103,615,0.05,0,0
2/21/24,27.51,4.393934124,4375.293855,4.313518231,4375.213387,387,66.9,513,0,0,0
2/22/24,25.75,4.2183188,4375.118315,4.340381435,4375.240128,342,56.4,436,0,0,0
2/23/24,27.91,4.175615188,4375.075582,4.291507791,4375.191418,332,51.1,416,0,0,0
2/24/24,26.62,4.153708805,4375.053646,4.199999809,4375.100098,326,49.6,406,0,0,0
2/25/24,27.90,4.159549348,4375.059498,4.263258283,4375.163109,330,49.4,410,0,0,0
2/26/24,27.13,4.177019025,4375.076961,4.324263599,4375.223994,335,50.5,417,0,0,0
2/27/24,25.55,4.165441911,4375.065376,4.322357188,4375.222086,331,52.4,411,0,0,0
2/28/24,27.48,4.111057198,4375.010954,4.344367566,4375.244118,318,45.4,388,0,0,0
2/29/24,24.88,4.150814532,4375.050743,4.464991368,4375.364859,329,51.8,405,0.06,0,0
3/1/24,28.17,4.628052188,4375.52794,4.60034773,4375.500348,462,82.9,599,0.45,0,0
3/2/24,30.62,5.283825311,4376.183717,4.821374006,4375.721317,460,218,779,0.65,9.4,2
3/3/24,31.49,4.778769519,4375.67865,4.744020744,4375.643978,406,136,646,0.02,1.2,7.1
3/4/24,30.47,4.803726252,4375.703545,4.659618745,4375.559493,459,109,655,0,0,0
3/5/24,26.88,4.74575386,4375.645697,4.691680926,4375.591771,462,95.5,637,0,0,0
3/6/24,31.59,4.787989651,4375.687841,4.67885626,4375.578648,454,108,650,0,0,0
3/7/24,27.85,4.666793704,4375.566754,4.675563153,4375.575574,435,95.7,610,0,0,0
3/8/24,29.48,4.577227092,4375.477072,4.64367404,4375.543717,427,82.4,588,0,0,0
3/9/24,27.12,4.555286024,4375.455125,4.699653189,4375.599751,424,79.5,577,0,0,0
3/10/24,28.50,4.536401521,4375.436228,4.637251225,4375.537288,421,78.6,574,0,0,0
3/11/24,29.20,4.636551124,4375.536456,4.661005046,4375.561065,447,83.6,607,0,0,0
3/12/24,26.46,4.646845738,4375.546764,4.671230339,4375.5713,458,85.4,612,0,0,0
3/13/24,26.88,4.664860583,4375.564809,4.679268122,4375.579346,462,79.8,617,0,0,0
3/14/24,26.79,4.57556329,4375.475433,4.791507831,4375.691377,445,69.3,590,0,0,0
3/15/24,26.91,4.51112655,4375.410995,4.987175056,4375.887065,431,65,571,0,0,0
3/16/24,26.14,4.545404005,4375.445249,5.156552813,4376.056608,447,64.5,584,0,0,0
3/17/24,29.09,4.589410793,4375.489264,5.141767629,4376.041809,460,64,600,0,0,0
3/18/24,26.65,4.599878068,4375.499761,5.063414574,4375.963379,468,64.2,605,0,0,0
3/19/24,26.20,4.626239167,4375.526143,5.024956649,4375.924883,477,65.4,615,0,0,0
3/20/24,26.38,4.65694971,4375.556883,5.28006924,4376.180057,497,66.2,630,0,0,0
3/21/24,25.57,4.698474816,4375.598432,5.29878671,4376.198811,499,73.3,641,0,0,0
3/22/24,26.44,4.73816289,4375.638087,5.165337797,4376.065402,521,67.9,656,0.07,0,0
3/23/24,26.51,5.149930662,4376.049847,5.230155973,4376.130065,670,81.8,788,0,0,0
3/24/24,26.02,5.073500864,4375.973406,4.917157752,4375.817019,620,74.4,753,0.04,0,0
3/25/24,27.05,4.820051994,4375.719953,4.747140341,4375.647084,523,78.3,679,0,0,0
3/26/24,24.32,4.675155892,4375.575132,4.658898933,4375.558955,486,70.6,636,0,0,0
3/27/24,27.37,4.641611789,4375.54151,4.774350137,4375.674201,480,65.3,633,0,0,0
3/28/24,25.35,4.786949797,4375.686793,4.916811171,4375.816632,523,74.4,678,0.07,0,0
3/29/24,27.34,4.76265173,4375.662468,4.946273881,4375.846124,525,66,675,0.35,0.3,0
3/30/24,29.53,5.355979211,4376.255873,5.541594539,4376.44141,664,123,870,0.44,0.4,1.2
3/31/24,32.17,5.532824971,4376.432713,5.860312092,4376.760078,660,146,913,0.11,0.3,0
4/1/24,29.57,5.143015613,4376.042903,5.900000095,4376.799805,600,99.6,790,0,0,0
4/2/24,26.95,5.051126569,4375.950976,5.900000095,4376.799805,612,80.7,764,0,0,0
4/3/24,28.89,5.118942818,4376.018835,5.660311971,4376.560202,648,76.5,785,0.01,0,0
4/4/24,26.26,5.425060679,4376.324942,5.691854426,4376.59175,782,82.6,895,0,0,0
4/5/24,29.29,5.517348367,4376.417237,5.567070993,4376.467039,796,81.8,917,0.05,0.1,0
4/6/24,27.89,5.329428046,4376.229362,5.312998445,4376.212718,725,74.5,854,0,0,0
4/7/24,28.15,5.232738296,4376.132647,5.615424801,4376.515132,696,72.7,826,0,0,0
4/8/24,29.80,5.186568408,4376.086521,6.083535649,4376.983315,680,71.7,814,0,0,0
4/9/24,27.38,5.178110889,4376.078044,6.522183688,4377.422108,678,72.6,811,0,0,0
4/10/24,25.56,5.205669566,4376.105571,6.632695526,4377.532728,694,73.2,822,0,0,0
4/11/24,27.23,5.28438478,4376.184256,6.449046842,4377.348899,736,73.9,852,0,0,0
4/12/24,26.89,5.595927207,4376.495832,6.302079713,4377.201992,862,77.4,962,0,0,0
4/13/24,26.10,5.880207988,4376.780094,6.137608188,4377.037645,987,82.3,1070,0.11,0,0
4/14/24,28.49,5.834454084,4376.734345,6.224436824,4377.124254,935,84.4,1040,0,0,0
4/15/24,28.11,5.599272125,4376.499146,6.424090194,4377.323918,843,76.4,958,0,0,0
4/16/24,27.10,5.685892553,4376.585789,6.805025997,4377.704928,913,73.5,1000,0,0,0
4/17/24,27.01,5.962426345,4376.862327,7.064298032,4377.964263,1030,75.9,1100,0,0,0
4/18/24,25.53,6.137192343,4377.037127,6.965164678,4377.865033,1100,78.1,1170,0,0,0
4/19/24,27.09,6.328561555,4377.228434,7.034488702,4377.934425,1200,77,1250,0,0,0
4/20/24,26.31,6.495025974,4377.394952,7.099999905,4378,1260,79.3,1320,0,0,0
4/21/24,27.60,6.635043337,4377.534936,7.099999905,4378,1320,81.3,1380,0,0,0
4/22/24,27.98,6.718509528,4377.618416,7.099999905,4378,1360,84.6,1430,0.01,0,0
4/23/24,25.43,6.798752186,4377.698635,6.996187179,4377.896086,1390,79.5,1450,0,0,0
4/24/24,27.58,6.812565006,4377.712452,6.844367428,4377.744259,1380,82.5,1460,0,0,0
4/25/24,25.80,6.493535526,4377.39344,6.516464485,4377.416353,1230,77.8,1320,0,0,0
4/26/24,27.58,6.33100524,4377.230866,6.426169914,4377.326,1180,82.5,1270,0.07,0,0
4/27/24,26.76,6.381958411,4377.281855,6.363431673,4377.263201,1160,83.8,1270,0,0,0
4/28/24,27.21,6.135147297,4377.035067,6.165511264,4377.065415,1080,76.2,1180,0,0,0
4/29/24,27.46,6.207365696,4377.107256,6.148006856,4377.047988,1130,76.7,1220,0,0,0
4/30/24,26.24,6.261195822,4377.161118,6.301733135,4377.201602,1150,78.2,1240,0,0,0
5/1/24,27.49,6.144922021,4377.044814,6.400000095,4377.299805,1090,79.6,1190,0,0,0
5/2/24,25.95,6.101663814,4377.001529,6.648873638,4377.548617,1080,78.7,1180,0,0,0
5/3/24,27.14,6.309982673,4377.209881,6.666897747,4377.5668,1170,86.8,1270,0,0,0
5/4/24,25.97,6.525303316,4377.425182,6.534662012,4377.434598,1270,89.8,1360,0,0,0
5/5/24,29.27,6.485043365,4377.384908,6.313691547,4377.213553,1230,92.5,1330,0,0,0
5/6/24,27.61,6.438076285,4377.337949,6.393414144,4377.293386,1210,84.6,1300,0,0,0
5/7/24,26.71,6.356083231,4377.255942,6.56845742,4377.468482,1190,76.8,1270,0,0,0
5/8/24,27.29,6.237417671,4377.137327,6.82478335,4377.724698,1130,76.3,1220,0,0,0
5/9/24,27.11,6.2013171,4377.101278,6.965337988,4377.865206,1120,77.7,1210,0,0,0
5/10/24,26.29,6.346620419,4377.246555,7.26620457,4378.166042,1180,81.5,1260,0,0,0
5/11/24,26.21,6.507123049,4377.407027,7.464298128,4378.364166,1260,81.7,1330,0,0,0
5/12/24,26.78,6.681785107,4377.581676,7.5,4378.399902,1340,87,1400,0,0,0
5/13/24,27.76,6.857365671,4377.757282,7.564471342,4378.464437,1410,94.8,1470,0,0,0
5/14/24,26.21,7.026539162,4377.92641,7.539024353,4378.438965,1450,122,1540,0,0,0
5/15/24,27.09,7.100138669,4378.000019,7.437608378,4378.33745,1510,101,1580,0,0,0
5/16/24,26.20,7.001577112,4377.901491,7.280415876,4378.180388,1460,95.8,1520,0,0,0
5/17/24,27.42,7.002218351,4377.902141,7.114731286,4378.014719,1470,97.6,1520,0,0,0
5/18/24,26.83,6.999948007,4377.899851,7.034142103,4377.934056,1460,97.2,1520,0,0,0
5/19/24,27.78,7.022772969,4377.92267,6.971403866,4377.871252,1460,101,1530,0,0,0
5/20/24,27.79,6.926689774,4377.826592,6.779376116,4377.679245,1390,105,1470,0,0,0
5/21/24,26.73,6.384973997,4377.284883,6.355112613,4377.255055,1150,104,1240,0,0,0
5/22/24,27.81,6.153344903,4377.053231,6.158578745,4377.058595,1080,101,1160,0,0,0
5/23/24,25.84,6.299549361,4377.199484,6.188388157,4377.08835,1130,104,1210,0,0,0
5/24/24,27.43,6.169133433,4377.069052,6.164817867,4377.064881,1080,101,1160,0,0,0
5/25/24,26.36,6.22511267,4377.124996,6.259618754,4377.159483,1100,100,1170,0,0,0
5/26/24,27.00,6.222253042,4377.122146,6.361005332,4377.260772,1090,101,1170,0,0,0
5/27/24,26.67,6.221282481,4377.1212,6.292201001,4377.192143,1100,100,1170,0,0,0
5/28/24,27.06,6.243396887,4377.143292,1.880415887,4372.780378,1120,99.7,1180,0,0,0
5/29/24,27.34,6.259547824,4377.159452,0,4370.899902,1120,96.5,1180,0,0,0
5/30/24,26.41,6.150363937,4377.050281,0,4370.899902,1070,94,1130,0,0,0
5/31/24,26.79,6.120034691,4377.019908,0,4370.899902,1050,95.8,1120,0,0,0
6/1/24,26.26,6.127868296,4377.027758,0,4370.899902,1050,99,1120,0,0,0
6/2/24,27.29,6.163604857,4377.063503,0,4370.899902,1060,101,1130,0,0,0
6/3/24,27.16,6.22223569,4377.122151,0,4370.899902,1090,101,1150,0,0,0
6/4/24,26.27,6.060467956,4376.960352,0,4370.899902,994,103,1080,0,0,0
6/5/24,27.25,5.880641261,4376.78053,0,4370.899902,913,105,1010,0,0,0
6/6/24,26.38,5.999982632,4376.899923,0,4370.899902,997,98.9,1060,0,0,0
6/7/24,26.42,5.924696711,4376.824595,0,4370.899902,950,90.1,1020,0,0,0
6/8/24,25.85,5.778440165,4376.678387,0,4370.899902,882,88.6,970,0,0,0
6/9/24,26.67,5.658162881,4376.558096,0,4370.899902,828,85.8,926,0,0,0
6/10/24,27.10,5.770363971,4376.670246,0,4370.899902,878,83.7,964,0,0,0
6/11/24,25.99,5.680469571,4376.580366,0,4370.899902,831,83.5,927,0,0,0
6/12/24,27.01,5.616083179,4376.515996,0,4370.899902,798,80.7,903,0,0,0
6/13/24,26.61,5.56235702,4376.462258,0,4370.899902,782,76.4,884,0,0,0
6/14/24,26.55,5.687712283,4376.587638,0,4370.899902,833,73.8,927,0,0,0
6/15/24,26.13,5.694869989,4376.594801,0,4370.899902,831,71.3,925,0,0,0
6/16/24,27.60,5.733327537,4376.63325,0,4370.899902,849,69.6,938,0,0,0
6/17/24,26.26,5.81649918,4376.716353,0,4370.899902,891,65.5,963,0,0,0
6/18/24,27.89,5.71592716,4376.61588,0,4370.899902,855,61.3,927,0,0,0
6/19/24,26.17,5.814696742,4376.714564,0,4370.899902,883,65.9,956,0,0,0
6/20/24,29.61,5.744748644,4376.644708,0,4370.899902,858,59.9,930,0,0,0
6/21/24,26.33,5.75616981,4376.656107,0,4370.899902,859,58.9,932,0,0,0
6/22/24,26.34,5.749636051,4376.649536,0,4370.899902,858,56.5,931,0,0,0
6/23/24,25.54,5.761507826,4376.661382,0,4370.899902,863,54.8,937,0,0,0
6/24/24,27.90,5.836447135,4376.736355,0,4370.899902,906,45.9,964,0,0,0
6/25/24,25.22,5.763622204,4376.663504,0,4370.899902,879,46,941,0,0,0
6/26/24,27.31,5.841386517,4376.741253,0,4370.899902,900,47.5,966,0,0,0
6/27/24,26.45,5.769393498,4376.66921,0,4370.899902,883,43.5,942,0,0,0
6/28/24,26.03,5.738873488,4376.638771,0,4370.899902,871,39.3,933,0,0,0
6/29/24,26.20,5.709913245,4376.609918,0,4370.899902,860,40.6,923,0,0,0
6/30/24,26.28,5.678162853,4376.578125,0,4370.899902,853,39,914,0,0,0
7/1/24,27.29,5.684454013,4376.584418,0,4370.899902,851,39,914,0,0,0
7/2/24,25.57,5.373379564,4376.273267,0,4370.899902,729,39.4,810,0,0,0
7/3/24,26.51,5.123864774,4376.023812,0,4370.899902,628,39.4,733,0,0,0
7/4/24,25.25,4.876169829,4375.776087,0,4370.899902,558,33.6,662,0,0,0
7/5/24,25.21,4.793500895,4375.693374,0,4370.899902,530,33.4,638,0,0,0
7/6/24,25.40,4.661871719,4375.561806,0,4370.899902,487,30.6,595,0,0,0
7/7/24,25.90,4.491265199,4375.391133,0,4370.899902,437,26.8,542,0,0,0
7/8/24,25.95,4.427694961,4375.32761,0,4370.899902,423,24.3,514,0,0,0
7/9/24,25.98,4.238821454,4375.138761,0,4370.899902,365,22.9,430,0,0,0
7/10/24,26.30,4.202278184,4375.10226,0,4370.899902,363,25.3,420,0,0,0
7/11/24,25.04,4.283656933,4375.18347,0,4370.899902,384,32,457,0,0,0
7/12/24,25.82,4.267088469,4375.166908,0,4370.899902,379,30.6,451,0,0,0
7/13/24,25.15,4.296325836,4375.196215,0,4370.899902,390,25,467,0.02,0,0
7/14/24,25.44,4.373275635,4375.273105,0,4370.899902,411,29.7,502,0.06,0,0
7/15/24,27.04,4.461854398,4375.361778,0,4370.899902,434,42.9,533,0,0,0
7/16/24,25.88,4.325597979,4375.22544,0,4370.899902,401,37.5,479,0,0,0
7/17/24,26.20,4.274662118,4375.17449,0,4370.899902,390,37,459,0,0,0
7/18/24,25.74,4.23960127,4375.139623,0,4370.899902,383,34.8,444,0,0,0
7/19/24,25.75,4.2329808,4375.133022,0,4370.899902,379,33,439,0,0,0
7/20/24,25.72,4.229445369,4375.129387,0,4370.899902,386,32.1,443,0,0,0
7/21/24,26.08,4.261698392,4375.16165,0,4370.899902,386,43.8,464,0.01,0,0
7/22/24,26.40,4.343691523,4375.243579,0,4370.899902,392,50.5,491,0,0,0
7/23/24,25.85,4.164679328,4375.064631,0,4370.899902,360,36,413,0,0,0
7/24/24,26.91,4.136793761,4375.036707,0,4370.899902,328,47.2,406,0.46,0,0
7/25/24,24.06,3.994419455,4374.894354,0,4370.899902,305,40,346,0,0,0
7/26/24,25.58,4.151178448,4375.051143,0,4370.899902,372,36.3,423,0,0,0
7/27/24,24.92,4.17708831,4375.077071,0,4370.899902,385,33.7,435,0,0,0
7/28/24,27.10,4.183934101,4375.083879,0,4370.899902,390,31.9,441,0,0,0
7/29/24,25.53,4.247001717,4375.146921,0,4370.899902,420,31.8,473,0,0,0
7/30/24,25.68,4.169674463,4375.069618,0,4370.899902,392,29.7,433,0,0,0
7/31/24,26.42,4.120467964,4375.020344,0,4370.899902,374,26,410,0,0,0
8/1/24,25.20,4.027539123,4374.927322,0,4370.899902,345,26,371,0,0,0
8/2/24,25.97,3.947591038,4374.847563,0,4370.899902,313,25.1,340,0,0,0
8/3/24,25.07,3.894003523,4374.793902,0,4370.899902,293,28,320,0.02,0,0
8/4/24,26.31,3.919913408,4374.819854,0,4370.899902,302,32.8,332,0,0,0
8/5/24,26.16,3.940329342,4374.840285,0,4370.899902,305,31.6,339,0,0,0
8/6/24,25.80,3.828942741,4374.728796,0,4370.899902,268,31.7,297,0,0,0
8/7/24,25.62,3.817972206,4374.717841,0,4370.899902,263,35.2,295,0,0,0
8/8/24,25.71,3.808596131,4374.70843,0,4370.899902,264,31.5,292,0,0,0
8/9/24,27.64,3.85233964,4374.752215,0,4370.899902,281,27.1,310,0,0,0
8/10/24,24.89,3.8451819,4374.745077,0,4370.899902,279,25.5,305,0,0,0
8/11/24,26.07,3.848422828,4374.74828,0,4370.899902,280,25.3,308,0,0,0
8/12/24,27.04,3.841354148,4374.741235,0,4370.899902,281,27.5,309,0,0,0
8/13/24,25.93,3.861663735,4374.761524,0,4370.899902,293,26.6,315,0,0,0
8/14/24,26.17,3.842191259,4374.742056,0,4370.899902,285,25.6,307,0,0,0
8/15/24,25.70,3.833344808,4374.7332,0,4370.899902,279,27.3,304,0,0,0
8/16/24,26.16,3.827798896,4374.727637,0,4370.899902,283,23.7,302,0,0,0
8/17/24,26.46,3.829861278,4374.72972,0,4370.899902,278,21.3,304,0,0,0
8/18/24,26.85,3.828336147,4374.728189,0,4370.899902,278,17.4,304,0,0,0
8/19/24,27.42,3.903050314,4374.80297,0,4370.899902,310,19.2,334,0,0,0
8/20/24,25.67,3.849012098,4374.748895,0,4370.899902,286,25.7,315,0,0,0
8/21/24,26.70,3.846221774,4374.746097,0,4370.899902,280,27.6,313,0,0,0
8/22/24,25.74,3.872859606,4374.77275,0,4370.899902,286,28.3,321,0,0,0
8/23/24,26.35,3.885181985,4374.785089,0,4370.899902,291,29.9,328,0,0,0
8/24/24,25.51,3.944228843,4374.844116,0,4370.899902,315,32.5,356,0.07,0,0
8/25/24,26.84,4.054367478,4374.954223,0,4370.899902,333,39.5,395,0,0,0
8/26/24,28.34,4.024939409,4374.924796,0,4370.899902,332,36.2,387,0,0,0
8/27/24,26.08,3.942755724,4374.84263,0,4370.899902,312,27.1,349,0,0,0
8/28/24,26.74,3.886724463,4374.78663,0,4370.899902,295,22.8,330,0,0,0
8/29/24,25.95,3.886707095,4374.786605,0,4370.899902,294,23.1,331,0,0,0
8/30/24,26.53,3.903067658,4374.803004,0,4370.899902,292,27.7,338,0,0,0
8/31/24,26.30,3.898422944,4374.798359,0,4370.899902,292,26.6,337,0,0,0
9/1/24,25.16,3.908440261,4374.808363,0,4370.899902,296,27.8,340,0,0,0
9/2/24,26.62,3.974800759,4374.874713,0,4370.899902,320,26.2,369,0,0,0
9/3/24,27.47,3.905597907,4374.805537,0,4370.899902,288,25.4,338,0,0,0
9/4/24,27.16,3.824315354,4374.724158,0,4370.899902,263,26.6,310,0,0,0
9/5/24,25.92,3.816759037,4374.716592,0,4370.899902,260,30.1,308,0,0,0
9/6/24,26.21,3.839670687,4374.739539,0,4370.899902,264,36.3,320,0,0,0
9/7/24,25.31,3.899549448,4374.799485,0,4370.899902,275,37.6,338,0,0,0
9/8/24,26.64,3.852010308,4374.751912,0,4370.899902,263,35.4,323,0,0,0
9/9/24,27.10,3.893899474,4374.793839,0,4370.899902,279,33.9,340,0,0,0
9/10/24,26.41,3.865857917,4374.76577,0,4370.899902,269,31.2,327,0,0,0
9/11/24,25.74,3.786655017,4374.68646,0,4370.899902,244,30.6,298,0,0,0
9/12/24,26.07,3.84833622,4374.748229,0,4370.899902,272,34.6,324,0,0,0
9/13/24,26.47,3.948834853,4374.848741,0,4370.899902,300,36,360,0,0,0
9/14/24,25.47,3.942790347,4374.842769,0,4370.899902,298,34.6,354,0,0,0
9/15/24,26.67,3.90386487,4374.803783,0,4370.899902,287,32.7,339,0,0,0
9/16/24,27.30,3.967019117,4374.866956,0,4370.899902,310,34,366,0.18,0,0
9/17/24,25.00,4.011854506,4374.911701,0,4370.899902,312,45.9,380,0,0,0
9/18/24,26.21,3.98462743,4374.884557,0,4370.899902,299,41.4,369,0,0,0
9/19/24,25.56,4.052426383,4374.952307,0,4370.899902,322,47,398,0.07,0,0
9/20/24,25.72,4.032409089,4374.932233,0,4370.899902,307,48.1,386,0,0,0
9/21/24,25.22,4.021733207,4374.921551,0,4370.899902,313,46.6,382,0,0,0
9/22/24,27.08,4.130502568,4375.030438,0,4370.899902,345,45,430,0,0,0
9/23/24,26.32,4.1307279,4375.030633,0,4370.899902,351,39.9,428,0,0,0
9/24/24,26.71,4.098093591,4374.997992,0,4370.899902,348,33.3,412,0,0,0
9/25/24,26.19,4.065147383,4374.964978,0,4370.899902,337,30.1,394,0,0,0
9/26/24,24.54,4.01776436,4374.917614,0,4370.899902,327,26.2,374,0,0,0
9/27/24,27.10,3.989549438,4374.889472,0,4370.899902,313,24.5,361,0,0,0
9/28/24,26.04,3.958838871,4374.85878,0,4370.899902,309,24.1,352,0,0,0
9/29/24,26.37,4.021074598,4374.920936,0,4370.899902,330,23.4,376,0,0,0
9/30/24,27.65,4.075927244,4374.975794,0,4370.899902,343,23.5,396,0,0,0
10/1/24,26.09,3.957504378,4374.857413,0,4370.899902,293,23.2,342,0,0,0
10/2/24,25.24,3.856741709,4374.756592,0,4370.899902,260,20.9,303,0,0,0
10/3/24,25.62,3.781733072,4374.681613,0,4370.899902,242,18.7,278,0,0,0
10/4/24,25.02,3.797816246,4374.697652,0,4370.899902,252,17.1,285,0,0,0
10/5/24,25.24,3.923310272,4374.82326,0,4370.899902,293,17.1,329,0,0,0
10/6/24,25.47,3.914991394,4374.814953,0,4370.899902,287,17.5,325,0,0,0
10/7/24,26.32,3.964679424,4374.864645,0,4370.899902,308,17.9,343,0,0,0
10/8/24,24.82,3.979618761,4374.879551,0,4370.899902,308,18.9,347,0,0,0
10/9/24,25.90,3.911463489,4374.811411,0,4370.899902,284,17.9,319,0,0,0
10/10/24,25.27,3.930606652,4374.830549,0,4370.899902,291,15.9,327,0,0,0
10/11/24,25.70,3.953067649,4374.853028,0,4370.899902,304,14.9,337,0,0,0
10/12/24,25.61,3.98119592,4374.881085,0,4370.899902,304,14,343,0,0,0
10/13/24,25.92,3.967435094,4374.867336,0,4370.899902,303,13.6,339,0,0,0
10/14/24,25.96,3.991993124,4374.891923,0,4370.899902,308,14,348,0,0,0
10/15/24,25.57,3.974610097,4374.874549,0,4370.899902,304,15.2,339,0,0,0
10/16/24,44.48,4.048457596,4374.948373,0,4370.899902,325,19.4,378,0.22,0,0
10/17/24,28.55,4.217122972,4375.117105,0,4370.899902,349,33.4,437,0,0,0
10/18/24,26.15,4.119306761,4375.019207,0,4370.899902,340,24.5,394,0,0,0
10/19/24,24.82,4.082738345,4374.982596,0,4370.899902,332,22.9,380,0,0,0
10/20/24,26.31,4.091299864,4374.991164,0,4370.899902,337,22.2,382,0,0,0
10/21/24,26.82,4.117296359,4375.0172,0,4370.899902,345,22.7,394,0,0,0
10/22/24,25.43,4.199185458,4375.099071,0,4370.899902,385,21.6,437,0,0,0
10/23/24,25.51,4.247729603,4375.147666,0,4370.899902,381,32.7,452,0,0,0
10/24/24,24.71,4.24204506,4375.141949,0,4370.899902,381,28.2,447,0,0,0
10/25/24,24.84,4.24764296,4375.147567,0,4370.899902,386,24.6,451,0,0,0
10/26/24,24.87,4.228856088,4375.128824,0,4370.899902,383,23.8,443,0,0,0
10/27/24,25.34,4.229237325,4375.129252,0,4370.899902,381,22.4,442,0,0,0
10/28/24,26.62,4.272894335,4375.172742,0,4370.899902,405,21,467,0,0,0
10/29/24,24.34,4.303344973,4375.20316,0,4370.899902,411,26.3,481,0,0,0
10/30/24,25.26,4.31396884,4375.213834,0,4370.899902,415,23.2,485,0,0,0
10/31/24,24.21,4.33467941,4375.234547,0,4370.899902,423,23.1,495,0,0,0
11/1/24,24.22,4.307504375,4375.207363,0,4370.899902,415,21.9,482,0,0,0
11/2/24,24.09,4.317972308,4375.217836,0,4370.899902,419,22.6,489,0.01,0,0
11/3/24,25.54,4.360465922,4375.260336,0,4370.899902,433,22.1,508,0,0,0
11/4/24,26.36,4.388544152,4375.28849,0,4370.899902,442,22.3,520,0,0,0
11/5/24,23.55,4.392322344,4375.292238,0,4370.899902,442,23.8,519,0,0,0
11/6/24,26.02,4.386395149,4375.286295,0,4370.899902,437,24.4,517,0,0,0
11/7/24,24.67,4.408180194,4375.308133,0,4370.899902,442,27.8,526,0,0,0
11/8/24,24.51,4.428232192,4375.328179,0,4370.899902,445,32.8,534,0,0,0
11/9/24,24.35,4.410918504,4375.310862,0,4370.899902,440,31.1,527,0,0,0
11/10/24,25.10,4.417504306,4375.317434,0,4370.899902,442,30.4,531,0,0,0
11/11/24,25.61,4.399878662,4375.299802,0,4370.899902,446,29.2,524,0,0,0
11/12/24,25.06,4.410779849,4375.310731,0,4370.899902,454,25.9,529,0,0,0
11/13/24,25.06,4.403708755,4375.303697,0,4370.899902,450,28.2,531,0,0,0
11/14/24,23.82,4.407212505,4375.307154,0,4370.899902,449,30.9,528,0,0,0
11/15/24,25.10,4.391663747,4375.291598,0,4370.899902,437,32,522,0.09,0.4,0
11/16/24,24.39,4.381629142,4375.281505,0,4370.899902,430,33.1,519,0,0,0
11/17/24,25.51,4.363102262,4375.262996,0,4370.899902,429,31.4,513,0,0,0
11/18/24,25.95,4.370242652,4375.270127,0,4370.899902,435,30.1,515,0.02,0,0
11/19/24,25.09,4.323656882,4375.223522,0,4370.899902,415,27.1,497,0,0,0
11/20/24,24.60,4.3293588,4375.229212,0,4370.899902,415,26.7,500,0,0,0
11/21/24,23.46,4.348162932,4375.248044,0,4370.899902,428,25,508,0,0,0
11/22/24,24.39,4.341126554,4375.240991,0,4370.899902,424,25.9,505,0.03,0,0
11/23/24,23.66,4.403587536,4375.303475,0,4370.899902,441,38.2,531,0.03,0,0
11/24/24,25.79,4.365563264,4375.26546,0,4370.899902,426,32.5,521,0,0,0
11/25/24,25.87,4.297435056,4375.197288,0,4370.899902,406,27.3,490,0.01,0,0
11/26/24,23.86,4.336499155,4375.236379,0,4370.899902,425,28,504,0,0,0
11/27/24,24.91,4.317261767,4375.217094,0,4370.899902,409,26.9,494,0,0,0
11/28/24,24.64,4.338422914,4375.238287,0,4370.899902,421,26.8,503,0,0,0
11/29/24,24.43,4.39088383,4375.29084,0,4370.899902,441,27.6,523,0,0,0
11/30/24,24.36,4.375892576,4375.275766,0,4370.899902,434,27.9,518,0,0,0
12/1/24,24.86,4.358717525,4375.258599,0,4370.899902,429,27.3,511,0,0,0
12/2/24,26.08,4.357781623,4375.257691,0,4370.899902,427,28,511,0,0,0
